period,partner,value_usd_bn,qty_mt,value_per_mt_usd
202404,Lao People's Dem. Rep.,0.001,0.0104,98.62
202404,Myanmar,0.0006,0.0147,40.87
202404,Kyrgyzstan,0.0004,0.0101,44.61
202404,India,0.0,0.0,81.67
202404,South Africa,0.0,0.0,72750.0
202404,Zimbabwe,0.0,0.0,1390.0
202404,United Rep. of Tanzania,0.0,0.0,33666.67
202405,Russian Federation,0.9519,8.258,115.26
202405,Mongolia,0.7404,6.942,106.65
202405,Australia,0.7126,6.7001,106.36
202405,Indonesia,0.4452,4.6349,96.06
202405,Canada,0.1769,0.7462,237.05
202405,Colombia,0.1643,1.5521,105.89
202405,USA,0.1001,0.5016,199.46
202405,Mozambique,0.0331,0.1699,195.03
202405,South Africa,0.0201,0.16,125.88
202405,New Zealand,0.0065,0.055,118.59
202405,Malaysia,0.0031,0.05,62.06
202405,Lao People's Dem. Rep.,0.0016,0.0167,98.54
202405,Kazakhstan,0.0008,0.0075,107.51
202405,Myanmar,0.0006,0.0135,40.84
202405,Kyrgyzstan,0.0004,0.0086,42.74
202406,Russian Federation,0.9811,8.5495,114.76
202406,Mongolia,0.8051,7.484,107.58
202406,Australia,0.7453,6.8982,108.04
202406,Indonesia,0.4387,4.5537,96.34
202406,Canada,0.2357,0.98,240.53
202406,Colombia,0.1555,1.399,111.17
202406,USA,0.0911,0.5941,153.42
202406,United Rep. of Tanzania,0.0054,0.0544,98.67
202406,Kazakhstan,0.0021,0.0212,98.72
202406,Kyrgyzstan,0.0006,0.014,40.09
202406,Lao People's Dem. Rep.,0.0006,0.0057,98.49
202406,South Africa,0.0006,0.005,126.49
202407,Russian Federation,0.8843,7.5271,117.49
202407,Australia,0.8825,7.1714,123.05
202407,Mongolia,0.7486,7.0483,106.21
202407,Indonesia,0.5444,5.7459,94.74
202407,Canada,0.2014,0.8422,239.16
202407,USA,0.1155,0.7641,151.19
202407,Colombia,0.1034,0.9241,111.94
202407,Mozambique,0.0352,0.1782,197.79
202407,South Africa,0.0108,0.088,122.97
202407,Viet Nam,0.0089,0.0275,324.07
202407,New Zealand,0.0068,0.0444,154.04
202407,United Rep. of Tanzania,0.0059,0.0568,103.67
202407,Oman,0.004,0.049,81.4
202407,Malaysia,0.0032,0.05,63.2
202407,Kazakhstan,0.003,0.0305,98.55
202407,Kyrgyzstan,0.0008,0.016,48.32
202407,Uzbekistan,0.0,0.0,6781.25
202407,"Areas, nes",0.0,0.0001,148.65
202408,Russian Federation,0.927,7.7041,120.32
202408,Mongolia,0.7071,7.1577,98.79
202408,Australia,0.6803,6.1913,109.88
202408,Indonesia,0.6533,7.0428,92.76
202408,USA,0.2884,1.5985,180.41
202408,Canada,0.1361,0.5814,234.08
202408,Colombia,0.0497,0.4973,99.98
202408,Mozambique,0.0407,0.2461,165.48
202408,Malaysia,0.0029,0.044,66.2
202408,New Zealand,0.0028,0.0182,154.04
202408,Kazakhstan,0.0007,0.0103,68.5
202408,Kyrgyzstan,0.0003,0.0056,49.57
202408,Lao People's Dem. Rep.,0.0001,0.0006,98.11
202408,Peru,0.0,0.0,15902.44
202408,United Kingdom,0.0,0.0,1154.96
202408,United Rep. of Tanzania,0.0,0.0,16816.67
202408,"Areas, nes",0.0,0.0,10033.33
202409,Australia,0.8908,7.7943,114.29
202409,Russian Federation,0.8227,7.379,111.5
202409,Mongolia,0.6012,6.3885,94.1
202409,Indonesia,0.5529,5.8582,94.38
202409,USA,0.247,1.6832,146.76
202409,Canada,0.1861,0.8639,215.37
202409,Colombia,0.0435,0.396,109.81
202409,Kyrgyzstan,0.0006,0.0124,50.59
202409,Kazakhstan,0.0002,0.0033,67.23
202409,Lao People's Dem. Rep.,0.0002,0.0019,98.21
202409,Pakistan,0.0,0.0,9940.0
202410,Russian Federation,0.857,7.6211,112.45
202410,Australia,0.8088,7.036,114.95
202410,Mongolia,0.5504,5.9986,91.75
202410,Indonesia,0.5055,5.485,92.17
202410,USA,0.2321,1.6559,140.15
202410,Canada,0.0793,0.413,192.08
202410,South Africa,0.0221,0.1622,136.34
202410,Viet Nam,0.0087,0.0362,240.08
202410,Colombia,0.0085,0.0541,157.35
202410,Malaysia,0.0026,0.0437,60.32
202410,Kyrgyzstan,0.0008,0.0153,51.31
202410,Kazakhstan,0.0005,0.0049,102.42
202410,Lao People's Dem. Rep.,0.0005,0.0051,99.89
202410,Uzbekistan,0.0,0.0,5092.59
202411,Australia,1.0783,9.3035,115.91
202411,Russian Federation,0.8992,7.9063,113.74
202411,Mongolia,0.6924,7.6017,91.08
202411,Indonesia,0.6682,7.1661,93.24
202411,USA,0.1949,1.3532,144.01
202411,Canada,0.1629,0.8448,192.79
202411,Kazakhstan,0.0309,0.2499,123.72
202411,Mozambique,0.0272,0.1572,173.27
202411,Colombia,0.0111,0.0615,180.04
202411,South Africa,0.0089,0.0658,134.7
202411,New Zealand,0.0075,0.055,137.03
202411,Lao People's Dem. Rep.,0.0013,0.0135,96.11
202411,Kyrgyzstan,0.0009,0.0174,50.61
202411,Peru,0.0,0.0,25125.0
202411,India,0.0,0.0,7680.0
202412,Australia,1.0316,9.0917,113.47
202412,Russian Federation,0.7645,6.8908,110.95
202412,Indonesia,0.6666,7.1406,93.35
202412,Mongolia,0.5599,6.5475,85.52
202412,Canada,0.2041,1.0146,201.18
202412,USA,0.1593,1.0372,153.6
202412,Mozambique,0.0323,0.1758,183.52
202412,Colombia,0.0091,0.055,165.05
202412,Lao People's Dem. Rep.,0.0022,0.0228,94.73
202412,Kyrgyzstan,0.0008,0.0138,55.52
202412,Kazakhstan,0.0005,0.0052,97.7
202412,Ethiopia,0.0,0.0,404.63
