period,partner,value_usd_bn,qty_mt,value_per_mt_usd
202304,Libya,0.4077,0.6232,654.16
202304,Kazakhstan,0.3288,0.5245,626.92
202304,Canada,0.2839,0.6017,471.81
202304,Colombia,0.2714,0.5458,497.26
202304,Mexico,0.1589,0.2693,590.11
202304,Ecuador,0.143,0.314,455.46
202304,Gabon,0.1265,0.2181,580.33
202304,Cameroon,0.0738,0.1286,574.07
202304,Dem. Rep. of the Congo,0.0709,0.122,581.47
202304,Equatorial Guinea,0.0415,0.0594,698.53
202304,Nigeria,0.0356,0.051,696.97
202304,Mongolia,0.0328,0.0592,553.3
202304,Australia,0.0327,0.0519,631.38
202304,New Zealand,0.0273,0.038,717.38
202304,Singapore,0.0195,0.0361,541.3
202304,Indonesia,0.0153,0.0208,737.27
202304,Chad,0.0,0.0,375.24
202305,Russian Federation,5.2365,9.7049,539.58
202305,Saudi Arabia,4.6359,7.3195,633.37
202305,Iraq,2.991,5.0156,596.34
202305,Malaysia,2.9281,5.6824,515.29
202305,United Arab Emirates,2.743,4.2691,642.52
202305,Oman,1.9741,3.1445,627.8
202305,Brazil,1.9142,3.218,594.83
202305,Angola,1.7006,2.7349,621.82
202305,USA,1.3846,2.2225,622.99
202305,Kuwait,1.35,2.1559,626.19
202305,Kazakhstan,0.695,1.0709,648.96
202305,Colombia,0.4644,0.9525,487.59
202305,Qatar,0.4622,0.725,637.55
202305,Gabon,0.3288,0.5416,607.05
202305,Canada,0.3173,0.6311,502.72
202305,Congo,0.312,0.5197,600.44
202305,Libya,0.1819,0.276,658.85
202305,Norway,0.165,0.2868,575.25
202305,Equatorial Guinea,0.1585,0.2471,641.6
202305,Ecuador,0.1367,0.2552,535.52
202305,Australia,0.1164,0.1723,675.73
202305,Papua New Guinea,0.0568,0.0775,732.54
202305,Argentina,0.0362,0.0515,701.68
202305,Nigeria,0.0313,0.0506,619.77
202305,Mongolia,0.0307,0.0581,528.01
202305,New Zealand,0.022,0.0337,652.01
202305,Indonesia,0.0137,0.0208,656.76
202306,Russian Federation,5.4401,10.4946,518.38
202306,Saudi Arabia,4.5732,7.9179,577.58
202306,Malaysia,2.8667,6.1816,463.75
202306,United Arab Emirates,2.38,4.0756,583.98
202306,Iraq,2.264,4.096,552.75
202306,Brazil,1.9055,3.374,564.74
202306,Oman,1.8488,3.1224,592.09
202306,USA,1.8065,3.0526,591.8
202306,Kuwait,1.1343,1.9719,575.24
202306,Angola,1.0537,1.8488,569.95
202306,Canada,0.5544,1.1213,494.42
202306,Congo,0.4252,0.7584,560.7
202306,Qatar,0.3933,0.6876,572.04
202306,Kazakhstan,0.2877,0.4798,599.54
202306,Colombia,0.2653,0.5656,469.09
202306,Chad,0.2402,0.4103,585.57
202306,Mexico,0.2142,0.408,524.9
202306,Gabon,0.2106,0.3812,552.49
202306,Libya,0.1744,0.2714,642.32
202306,Australia,0.1398,0.2247,622.27
202306,Guyana,0.0777,0.1371,567.06
202306,Equatorial Guinea,0.0773,0.1306,591.71
202306,Ghana,0.0771,0.1267,608.45
202306,Timor-Leste,0.048,0.078,616.03
202306,Thailand,0.0275,0.0413,666.69
202306,Mongolia,0.0257,0.0501,513.3
202306,Viet Nam,0.0255,0.0392,649.86
202306,Argentina,0.0,0.0,23270.83
202306,Nigeria,0.0,0.0,18461.54
202307,Russian Federation,4.2358,8.0608,525.48
202307,Saudi Arabia,3.2201,5.6417,570.76
202307,Iraq,2.9438,5.4012,545.03
202307,United Arab Emirates,2.0864,3.5137,593.8
202307,Oman,2.074,3.4896,594.33
202307,Malaysia,1.9919,3.8677,515.0
202307,Brazil,1.5249,2.7451,555.49
202307,Angola,1.3713,2.4402,561.95
202307,Kuwait,1.2861,2.2692,566.77
202307,Qatar,0.5627,0.9718,579.03
202307,Canada,0.4693,0.945,496.62
202307,Colombia,0.4548,0.9578,474.84
202307,Congo,0.4253,0.7698,552.53
202307,USA,0.408,0.6849,595.76
202307,Kazakhstan,0.2072,0.3593,576.64
202307,Libya,0.168,0.2773,605.87
202307,Ghana,0.1535,0.2573,596.43
202307,Chad,0.1491,0.2666,559.26
202307,Gabon,0.1485,0.2531,586.79
202307,Australia,0.0944,0.1502,628.51
202307,Mexico,0.0681,0.1318,516.6
202307,Equatorial Guinea,0.0539,0.0814,662.67
202307,Papua New Guinea,0.0512,0.0815,628.6
202307,Mongolia,0.0316,0.06,527.58
202307,Niger,0.0,0.0,6694.74
202308,Russian Federation,5.9274,10.5421,562.26
202308,Saudi Arabia,4.9664,8.0058,620.36
202308,Iraq,3.095,5.3676,576.6
202308,Malaysia,3.0641,5.7193,535.75
202308,Angola,2.4314,4.1693,583.17
202308,United Arab Emirates,2.2497,3.6892,609.82
202308,Brazil,1.9969,3.4167,584.46
202308,Oman,1.5731,2.5073,627.39
202308,Kuwait,1.0991,1.7974,611.51
202308,Qatar,0.8365,1.3752,608.28
202308,Congo,0.4538,0.7624,595.14
202308,Canada,0.4493,0.8515,527.66
202308,Colombia,0.4024,0.7687,523.44
202308,United Kingdom,0.3426,0.537,638.0
202308,Chad,0.2454,0.3952,621.06
202308,USA,0.2414,0.392,615.68
202308,Mexico,0.2157,0.4007,538.25
202308,Equatorial Guinea,0.1787,0.2878,620.68
202308,Australia,0.1648,0.2348,701.6
202308,Kazakhstan,0.1607,0.2826,568.72
202308,Ecuador,0.1338,0.259,516.65
202308,Ghana,0.1289,0.1887,682.75
202308,Libya,0.0837,0.1392,601.0
202308,Nigeria,0.0818,0.1245,656.8
202308,Cameroon,0.0781,0.1351,578.22
202308,Gabon,0.0676,0.1276,529.92
202308,Papua New Guinea,0.0531,0.082,648.1
202308,Sudan,0.0494,0.0825,598.76
202308,Mongolia,0.028,0.0491,570.11
202308,Guyana,0.0245,0.0406,602.81
202308,Thailand,0.0234,0.0412,567.71
202308,Indonesia,0.0137,0.0208,660.33
202308,Albania,0.0,0.0,12288.89
202308,Niger,0.0,,
202308,Singapore,0.0,,
202309,Russian Federation,5.3552,8.7367,612.96
202309,Saudi Arabia,4.3949,6.5683,669.11
202309,Iraq,3.1881,5.0689,628.96
202309,Malaysia,2.8663,5.2064,550.54
202309,Oman,2.269,3.4073,665.91
202309,Brazil,2.0045,3.1909,628.2
202309,United Arab Emirates,1.8547,2.8538,649.89
202309,Angola,1.3597,2.1121,643.75
202309,Kuwait,0.9954,1.5298,650.64
202309,Qatar,0.8221,1.2508,657.29
202309,USA,0.7165,1.0677,671.03
202309,Kazakhstan,0.4181,0.6096,685.89
202309,Congo,0.4037,0.6283,642.45
202309,Canada,0.2415,0.4281,564.22
202309,Gabon,0.2329,0.3548,656.4
202309,Colombia,0.2181,0.3797,574.47
202309,Ghana,0.2116,0.3088,685.12
202309,Ecuador,0.1896,0.335,566.09
202309,Libya,0.1836,0.276,665.36
202309,United Kingdom,0.1751,0.2547,687.41
202309,Equatorial Guinea,0.1424,0.2063,690.37
202309,Guyana,0.0895,0.1374,651.36
202309,Nigeria,0.0892,0.1245,716.17
202309,Cameroon,0.0888,0.1359,653.42
202309,South Sudan,0.0869,0.1297,670.15
202309,Côte d'Ivoire,0.0848,0.1381,613.98
202309,Papua New Guinea,0.055,0.0804,684.74
202309,Algeria,0.0458,0.0619,740.5
202309,Australia,0.0427,0.0666,641.35
202309,Mongolia,0.0307,0.0494,621.75
202309,Thailand,0.0234,0.0393,594.65
202309,Albania,0.0,0.0,11617.65
202309,Bahrain,0.0,0.0,31200.0
202309,Chad,0.0,,
202310,Russian Federation,5.5434,8.5343,649.55
202310,Saudi Arabia,4.6491,6.6372,700.46
202310,Malaysia,3.249,5.8681,553.68
202310,Iraq,2.9987,4.4897,667.9
202310,United Arab Emirates,2.5436,3.6168,703.27
202310,Angola,2.3087,3.3815,682.75
202310,Brazil,2.2079,3.2634,676.58
202310,Oman,1.9767,2.8045,704.82
202310,Kuwait,1.781,2.5584,696.13
202310,USA,0.8335,1.1586,719.43
202310,Congo,0.6125,0.8957,683.86
202310,Ecuador,0.6089,0.9864,617.28
202310,Colombia,0.6033,0.9944,606.65
202310,Qatar,0.4788,0.6766,707.67
202310,Kazakhstan,0.3551,0.4921,721.61
202310,Canada,0.3419,0.5437,628.88
202310,Mexico,0.2371,0.4104,577.82
202310,Gabon,0.1738,0.2545,682.88
202310,Libya,0.1608,0.2284,703.87
202310,South Sudan,0.1595,0.2279,699.94
202310,Nigeria,0.1145,0.1642,697.63
202310,Australia,0.1136,0.1467,774.57
202310,Dem. Rep. of the Congo,0.0897,0.1238,724.64
202310,Chad,0.0885,0.1265,699.08
202310,Argentina,0.0768,0.1139,673.81
202310,Norway,0.0693,0.0888,780.84
202310,Papua New Guinea,0.0648,0.0816,794.06
202310,Mongolia,0.0375,0.059,634.9
202310,Mozambique,0.0223,0.0299,746.59
202310,Bahrain,0.0,0.0,77000.0
202310,Niger,0.0,0.0,6653.06
202311,Russian Federation,5.5234,8.9965,613.95
202311,Saudi Arabia,4.4691,6.6046,676.67
202311,Iraq,2.765,4.2766,646.54
202311,Oman,2.3905,3.4481,693.29
202311,Brazil,2.1497,3.186,674.73
202311,Malaysia,2.1293,3.9046,545.33
202311,United Arab Emirates,2.0508,2.99,685.89
202311,Angola,1.4182,2.0886,679.02
202311,Kuwait,1.1948,1.8098,660.19
202311,USA,0.7379,1.0569,698.19
202311,Kazakhstan,0.5558,0.7663,725.36
202311,Qatar,0.3743,0.5534,676.25
202311,Congo,0.3515,0.5122,686.16
202311,Ecuador,0.3364,0.5641,596.27
202311,Colombia,0.2638,0.4556,579.04
202311,Canada,0.1658,0.2724,608.82
202311,Ghana,0.0991,0.1317,752.45
202311,United Kingdom,0.0951,0.1395,681.8
202311,Gabon,0.0914,0.1207,757.42
202311,Dem. Rep. of the Congo,0.0778,0.1183,657.15
202311,South Sudan,0.0603,0.0909,663.08
202311,Libya,0.055,0.0811,678.39
202311,Sudan,0.0542,0.0775,699.09
202311,Equatorial Guinea,0.0454,0.0587,773.38
202311,Mongolia,0.0307,0.0514,598.58
202311,Timor-Leste,0.0261,0.0375,695.86
202311,Algeria,0.0225,0.0347,648.51
202311,Albania,0.0,0.0,18652.17
202311,Bahrain,0.0,0.0,31500.0
202311,China,0.0,0.0,3140.03
202311,Cuba,0.0,,
202311,Guyana,0.0,0.0,5641.67
202312,Russian Federation,5.5546,9.5591,581.08
202312,Saudi Arabia,3.8225,5.9874,638.43
202312,Iraq,3.1928,5.129,622.5
202312,Oman,2.578,3.9421,653.96
202312,United Arab Emirates,2.3549,3.6368,647.52
202312,Malaysia,2.2913,4.645,493.28
202312,Brazil,2.1633,3.4837,620.97
202312,Angola,1.9373,3.037,637.9
202312,Kuwait,1.1946,1.9129,624.48
202312,USA,0.7348,1.1566,635.34
202312,Canada,0.6245,1.1468,544.52
202312,Colombia,0.5646,1.0294,548.5
202312,Qatar,0.4314,0.6891,626.09
202312,Congo,0.3728,0.5772,645.86
202312,Kazakhstan,0.3712,0.54,687.45
202312,United Kingdom,0.2929,0.429,682.68
202312,Ecuador,0.1688,0.3231,522.34
202312,Equatorial Guinea,0.1671,0.2546,656.26
202312,Australia,0.1143,0.1584,721.13
202312,Libya,0.1057,0.156,677.82
202312,Ghana,0.0853,0.1259,677.63
202312,Gabon,0.0789,0.1276,618.51
202312,Argentina,0.0661,0.1115,593.0
202312,South Sudan,0.0474,0.0781,606.5
202312,Algeria,0.0315,0.0504,626.2
202312,Mongolia,0.0259,0.0463,559.37
202312,Mozambique,0.0199,0.0313,636.93
202312,Bahrain,0.0,0.0,13355.56
202401,Russian Federation,4.8563,8.6184,563.47
202401,Saudi Arabia,3.9652,6.5037,609.69
202401,Iraq,2.9805,5.1621,577.39
202401,Oman,2.34,3.817,613.04
202401,Malaysia,2.2498,4.2171,533.49
202401,Brazil,2.0022,3.363,595.35
202401,United Arab Emirates,1.8561,2.9881,621.14
202401,Angola,1.2961,2.1965,590.08
202401,Kuwait,1.1581,1.9152,604.67
202401,USA,0.6291,1.0221,615.46
202401,Qatar,0.46,0.7671,599.69
202401,Canada,0.4481,0.8369,535.42
202401,Congo,0.3756,0.6419,585.07
202401,Colombia,0.2487,0.4709,528.13
202401,Gabon,0.1491,0.2483,600.46
202401,Kazakhstan,0.1355,0.2163,626.54
202401,Equatorial Guinea,0.1192,0.189,630.82
202401,Nigeria,0.0996,0.1724,577.82
202401,Chad,0.087,0.139,625.59
202401,Guyana,0.0822,0.136,604.22
202401,United Kingdom,0.082,0.1277,642.45
202401,Dem. Rep. of the Congo,0.0769,0.1198,641.98
202401,Papua New Guinea,0.0553,0.0823,671.83
202401,Libya,0.0418,0.0666,627.18
202401,Mongolia,0.0318,0.0574,553.93
202401,South Sudan,0.019,0.0301,632.63
202401,Argentina,0.0178,0.03,593.0
202401,Indonesia,0.0157,0.0313,500.65
202402,Russian Federation,5.3009,9.0955,582.81
202402,Saudi Arabia,4.2452,6.987,607.59
202402,Iraq,2.8875,4.9841,579.35
202402,Malaysia,2.7203,4.7084,577.76
202402,United Arab Emirates,2.0867,3.4192,610.3
202402,Oman,1.6308,2.6767,609.27
202402,Brazil,1.5291,2.5846,591.63
202402,Angola,1.4729,2.4854,592.64
202402,Qatar,0.5954,0.9913,600.61
202402,USA,0.4786,0.7575,631.83
202402,Colombia,0.44,0.838,525.04
202402,Kuwait,0.3996,0.658,607.37
202402,Congo,0.3011,0.5076,593.17
202402,Ecuador,0.253,0.4738,533.93
202402,Norway,0.2381,0.4078,583.81
202402,Canada,0.1827,0.3426,533.28
202402,Venezuela,0.1746,0.3525,495.27
202402,Ghana,0.1618,0.253,639.56
202402,Gabon,0.1591,0.2578,617.21
202402,Mexico,0.1483,0.2706,548.02
202402,Equatorial Guinea,0.1152,0.1832,628.86
202402,Libya,0.0891,0.1391,640.95
202402,United Kingdom,0.082,0.1277,642.45
202402,Chad,0.0796,0.132,603.33
202402,Dem. Rep. of the Congo,0.0771,0.1244,620.09
202402,Papua New Guinea,0.0539,0.0785,685.69
202402,Kazakhstan,0.0512,0.0943,542.94
202402,Mongolia,0.037,0.0655,565.16
202402,South Sudan,0.0318,0.052,611.71
202402,Guyana,0.028,0.0476,588.93
202402,Thailand,0.0258,0.0422,612.42
202403,Russian Federation,6.5249,10.8048,603.89
202403,Saudi Arabia,3.895,6.2949,618.75
202403,Iraq,3.1537,5.4246,581.37
202403,Malaysia,2.8203,4.7583,592.71
202403,United Arab Emirates,2.5514,4.0533,629.47
202403,Oman,2.2325,3.62,616.71
202403,Brazil,2.1462,3.5775,599.91
202403,Angola,1.4511,2.3459,618.56
202403,Qatar,0.8712,1.4333,607.85
202403,Kuwait,0.702,1.16,605.18
202403,Canada,0.4195,0.7702,544.59
202403,Congo,0.3763,0.6241,602.92
202403,Colombia,0.3756,0.6994,537.03
202403,Gabon,0.32,0.5124,624.36
202403,USA,0.2671,0.4334,616.17
202403,Ecuador,0.2533,0.4692,539.79
202403,Venezuela,0.1897,0.3772,502.94
202403,Ghana,0.1705,0.2534,672.65
202403,Norway,0.1626,0.2733,595.04
202403,Libya,0.1586,0.2338,678.13
202403,Nigeria,0.129,0.1846,698.92
202403,Chad,0.1244,0.1985,626.67
202403,Australia,0.1056,0.1439,733.84
202403,Kazakhstan,0.0932,0.1456,640.01
202403,Papua New Guinea,0.0563,0.0783,718.47
202403,Guyana,0.0543,0.092,590.39
202403,Thailand,0.0258,0.0412,625.84
202403,Mongolia,0.0205,0.0349,587.35
202404,Russian Federation,5.793,9.2594,625.63
202404,Saudi Arabia,4.06,6.3408,640.3
202404,Iraq,3.391,5.5437,611.68
202404,Oman,2.4526,3.8203,642.0
202404,Malaysia,2.4147,4.0346,598.49
202404,Brazil,2.3097,3.6582,631.37
202404,United Arab Emirates,1.8803,2.8485,660.1
202404,Angola,1.4862,2.3506,632.24
202404,Kuwait,0.9072,1.4722,616.2
202404,Qatar,0.6048,0.9434,641.14
202404,Congo,0.4885,0.7625,640.6
202404,USA,0.3515,0.535,657.05
202404,Canada,0.3489,0.6131,569.04
202404,Colombia,0.285,0.5223,545.74
202404,Norway,0.2399,0.3526,680.37
202404,Ecuador,0.171,0.3022,565.79
202404,Gabon,0.152,0.245,620.39
202404,Venezuela,0.0973,0.1946,499.85
202404,Ghana,0.0921,0.1266,727.82
202404,Guyana,0.0884,0.1366,647.41
202404,Equatorial Guinea,0.0832,0.1315,632.39
202404,Cameroon,0.0817,0.133,614.21
202404,Nigeria,0.0702,0.1023,685.99
202404,South Sudan,0.0569,0.0815,698.34
202404,Kazakhstan,0.0519,0.09,576.62
202404,Chad,0.0409,0.0662,617.66
202404,Mongolia,0.0281,0.0459,612.24
202405,Russian Federation,5.5415,8.9076,622.11
202405,Saudi Arabia,4.9672,7.4371,667.89
202405,Malaysia,3.2981,5.848,563.97
202405,Iraq,3.2385,5.119,632.64
202405,United Arab Emirates,2.1902,3.277,668.35
202405,Brazil,2.1563,3.3571,642.31
202405,Oman,2.087,3.1351,665.7
202405,Angola,1.2836,1.9427,660.73
202405,Kuwait,0.8969,1.3639,657.56
202405,Colombia,0.5827,1.0406,560.01
202405,Ecuador,0.4336,0.7813,554.92
202405,Qatar,0.4263,0.6331,673.31
202405,Norway,0.348,0.5415,642.64
202405,Kazakhstan,0.2957,0.4317,684.91
202405,USA,0.2779,0.4317,643.66
202405,Congo,0.2416,0.3817,632.87
202405,Libya,0.2332,0.3451,675.92
202405,United Kingdom,0.1935,0.2662,726.97
202405,Gabon,0.1584,0.2413,656.43
202405,Mexico,0.1494,0.2677,558.18
202405,Venezuela,0.1409,0.285,494.18
202405,Canada,0.1291,0.2199,586.91
202405,Ghana,0.0873,0.1266,689.68
202405,Cameroon,0.0863,0.1285,671.98
202405,Equatorial Guinea,0.0863,0.1308,659.78
202405,Nigeria,0.0614,0.0896,684.68
202405,Australia,0.0556,0.0759,732.34
202405,South Sudan,0.0497,0.0775,641.3
202405,Mongolia,0.0277,0.0461,599.31
202405,Mozambique,0.0217,0.0305,710.77
202405,Albania,0.0,0.0,9941.86
202405,Bahrain,0.0,0.0,24125.0
202406,Russian Federation,4.9979,8.4302,592.86
202406,Saudi Arabia,4.3866,6.8175,643.44
202406,Malaysia,3.2773,5.8987,555.6
202406,Iraq,3.2374,5.274,613.84
202406,Oman,1.9692,3.0298,649.95
202406,Angola,1.8252,2.9273,623.51
202406,Brazil,1.7711,2.8275,626.4
202406,United Arab Emirates,1.483,2.359,628.65
202406,Kuwait,0.8622,1.3509,638.25
202406,USA,0.7951,1.2069,658.76
202406,Ecuador,0.517,0.9454,546.86
202406,Congo,0.3907,0.6344,615.8
202406,Colombia,0.3802,0.6986,544.26
202406,Qatar,0.364,0.573,635.29
202406,Canada,0.3573,0.642,556.5
202406,Norway,0.3398,0.5409,628.22
202406,Kazakhstan,0.3131,0.4834,647.81
202406,Ghana,0.2686,0.3785,709.62
202406,United Kingdom,0.2594,0.3906,664.14
202406,Gabon,0.2385,0.3632,656.84
202406,Chad,0.0887,0.1377,644.34
202406,Cameroon,0.0833,0.1374,606.55
202406,Equatorial Guinea,0.0583,0.0942,619.43
202406,Papua New Guinea,0.0533,0.078,682.63
202406,Australia,0.0495,0.0722,685.65
202406,Thailand,0.029,0.0421,690.0
202406,Mongolia,0.0285,0.0488,584.92
202406,Guyana,0.0254,0.0407,624.52
202406,Viet Nam,0.0189,0.0255,741.25
202406,Albania,0.0,0.0,9825.0
202406,Indonesia,0.0,0.0,2912.62
202406,Mozambique,0.0,0.0,7687.5
202407,Russian Federation,4.468,7.4567,599.19
202407,Saudi Arabia,4.0684,6.4104,634.65
202407,Malaysia,3.4548,6.1979,557.41
202407,Iraq,2.7729,4.6334,598.46
202407,Oman,2.1443,3.3398,642.06
202407,Brazil,1.9027,3.0939,614.99
202407,United Arab Emirates,1.4776,2.2486,657.11
202407,Angola,1.3029,2.1106,617.29
202407,Kuwait,0.8564,1.3778,621.6
202407,USA,0.6644,1.0447,636.0
202407,Canada,0.4386,0.7972,550.1
202407,Qatar,0.4354,0.69,631.1
202407,Colombia,0.3984,0.7234,550.82
202407,Congo,0.3058,0.5063,603.93
202407,Ecuador,0.1197,0.2221,538.72
202407,Ghana,0.1058,0.1596,663.36
202407,Libya,0.092,0.1384,665.07
202407,South Sudan,0.09,0.1384,650.45
202407,United Kingdom,0.0875,0.1311,667.14
202407,Mexico,0.084,0.1407,596.55
202407,Equatorial Guinea,0.0825,0.1174,702.22
202407,Norway,0.0819,0.1165,703.39
202407,Kazakhstan,0.0634,0.1131,560.1
202407,Papua New Guinea,0.0555,0.0781,711.27
202407,Cameroon,0.0552,0.096,574.8
202407,Australia,0.0535,0.0772,693.39
202407,Indonesia,0.0362,0.057,635.7
202407,Thailand,0.0265,0.0411,644.87
202407,Mongolia,0.0241,0.0404,596.35
202407,Nigeria,0.0196,0.0298,658.77
202407,Albania,0.0,0.0,16700.0
202408,Russian Federation,5.4169,9.3688,578.19
202408,Malaysia,4.0347,7.486,538.96
202408,Iraq,4.0047,6.6094,605.91
202408,Saudi Arabia,3.28,5.2983,619.06
202408,Oman,2.2446,3.5343,635.07
202408,Brazil,2.1407,3.4497,620.55
202408,United Arab Emirates,1.9104,2.9754,642.07
202408,Angola,1.5941,2.566,621.25
202408,Kuwait,0.8484,1.355,626.1
202408,Qatar,0.5894,0.9444,624.14
202408,Colombia,0.4762,0.8628,551.95
202408,USA,0.4574,0.7179,637.2
202408,Canada,0.4553,0.8464,537.91
202408,Congo,0.3897,0.634,614.74
202408,Cameroon,0.2487,0.4099,606.75
202408,Chad,0.2466,0.4023,612.98
202408,Ghana,0.2303,0.3461,665.33
202408,Equatorial Guinea,0.1589,0.2483,639.84
202408,Nigeria,0.0988,0.146,676.87
202408,Libya,0.094,0.1391,676.01
202408,Ecuador,0.0846,0.1604,527.61
202408,Gabon,0.0811,0.1288,630.06
202408,Kazakhstan,0.072,0.1244,579.04
202408,Mexico,0.0619,0.1071,578.3
202408,Papua New Guinea,0.0555,0.0818,678.65
202408,Thailand,0.0521,0.0797,653.03
202408,Mongolia,0.0217,0.0371,585.18
202408,Indonesia,0.0213,0.0298,714.3
202409,Russian Federation,4.6794,8.6572,540.52
202409,Saudi Arabia,4.3674,7.431,587.73
202409,Malaysia,3.169,6.1137,518.34
202409,Iraq,2.9867,5.3729,555.89
202409,Oman,2.2338,3.7605,594.03
202409,United Arab Emirates,1.7945,2.9502,608.27
202409,Angola,1.4263,2.3727,601.14
202409,Brazil,1.0364,1.7072,607.06
202409,Kuwait,0.7118,1.2219,582.54
202409,USA,0.7075,1.1002,643.09
202409,Canada,0.6595,1.3315,495.3
202409,Qatar,0.5919,1.0303,574.47
202409,Congo,0.3806,0.6276,606.41
202409,Ecuador,0.3062,0.5864,522.1
202409,Colombia,0.2386,0.4481,532.6
202409,Libya,0.0922,0.1386,664.96
202409,Senegal,0.0757,0.1268,597.18
202409,Gabon,0.0716,0.1206,593.96
202409,Australia,0.0532,0.078,682.13
202409,Kazakhstan,0.0488,0.0897,543.93
202409,Nigeria,0.0475,0.0712,667.09
202409,Mongolia,0.0306,0.0566,541.05
202409,New Zealand,0.0221,0.0355,621.92
202409,Indonesia,0.0189,0.0292,647.6
202409,South Africa,0.0117,0.0217,541.82
202410,Russian Federation,5.2607,9.8255,535.41
202410,Malaysia,3.9629,7.5024,528.22
202410,Saudi Arabia,3.2421,5.7842,560.51
202410,Iraq,2.6102,4.8745,535.48
202410,Brazil,1.6077,2.9289,548.92
202410,Oman,1.4905,2.6171,569.52
202410,Angola,1.2542,2.2171,565.71
202410,United Arab Emirates,1.1883,2.0546,578.34
202410,USA,0.6415,1.0848,591.33
202410,Kuwait,0.5425,0.974,556.94
202410,Qatar,0.416,0.7479,556.18
202410,Colombia,0.3806,0.7722,492.91
202410,Ecuador,0.352,0.7225,487.19
202410,Canada,0.3224,0.6892,467.73
202410,Congo,0.2816,0.5162,545.49
202410,Gabon,0.1436,0.2546,563.96
202410,Senegal,0.1267,0.2307,549.11
202410,Libya,0.0893,0.1389,642.79
202410,Niger,0.0882,0.15,587.87
202410,Ghana,0.0759,0.1263,600.93
202410,Cameroon,0.0702,0.1286,545.78
202410,South Sudan,0.0525,0.0832,630.57
202410,Nigeria,0.0456,0.0717,636.38
202410,Thailand,0.044,0.077,571.38
202410,Kazakhstan,0.0362,0.0721,502.3
202410,Mongolia,0.0225,0.0419,536.16
202411,Russian Federation,4.6846,8.6404,542.17
202411,Saudi Arabia,3.9179,6.9607,562.86
202411,Malaysia,3.424,6.7333,508.52
202411,Iraq,3.2747,6.1203,535.06
202411,United Arab Emirates,2.0321,3.5393,574.16
202411,Brazil,1.9999,3.7141,538.46
202411,Oman,1.9286,3.3785,570.86
202411,Angola,1.3912,2.5151,553.12
202411,Kuwait,0.9149,1.6384,558.37
202411,Canada,0.4442,0.9415,471.78
202411,Qatar,0.3824,0.6763,565.35
202411,USA,0.2363,0.3956,597.24
202411,Colombia,0.235,0.4869,482.68
202411,Senegal,0.2316,0.4213,549.74
202411,Ecuador,0.1812,0.3687,491.51
202411,United Kingdom,0.1667,0.2732,609.94
202411,Congo,0.1534,0.2771,553.55
202411,Gabon,0.1486,0.2597,572.15
202411,Mexico,0.1406,0.2615,537.54
202411,Libya,0.0843,0.1391,606.27
202411,Chad,0.0775,0.139,557.66
202411,Equatorial Guinea,0.0753,0.1312,574.42
202411,Ghana,0.0744,0.1261,589.73
202411,Cameroon,0.0713,0.1307,545.94
202411,Papua New Guinea,0.0451,0.0749,601.97
202411,Kazakhstan,0.0439,0.0857,512.62
202411,Nigeria,0.024,0.0344,696.96
202411,Mongolia,0.0221,0.0412,536.02
202412,Russian Federation,5.0658,9.4048,538.64
202412,Malaysia,3.5224,6.6589,528.97
202412,Saudi Arabia,3.5153,6.372,551.68
202412,Iraq,2.4924,4.72,528.04
202412,Oman,2.291,4.0387,567.27
202412,United Arab Emirates,1.6178,2.819,573.9
202412,Angola,1.4248,2.6916,529.37
202412,Brazil,1.2862,2.5759,499.33
202412,Kuwait,0.8129,1.4826,548.28
202412,Canada,0.5386,1.1399,472.55
202412,USA,0.513,0.9096,564.01
202412,Qatar,0.4131,0.7476,552.62
202412,Ecuador,0.3138,0.6469,485.12
202412,Colombia,0.2486,0.529,469.82
202412,Congo,0.2392,0.4376,546.6
202412,Senegal,0.2186,0.399,547.95
202412,Nigeria,0.173,0.3101,557.99
202412,United Kingdom,0.1706,0.2675,637.6
202412,Libya,0.1643,0.2775,591.97
202412,Norway,0.1609,0.2904,553.85
202412,Gabon,0.1388,0.2483,559.13
202412,Venezuela,0.1262,0.2891,436.45
202412,Australia,0.0745,0.115,647.77
202412,Cameroon,0.0709,0.1323,535.59
202412,Kazakhstan,0.0436,0.0867,502.09
202412,Mongolia,0.0276,0.0529,522.43
202412,Thailand,0.0226,0.0395,572.06
202412,Niger,0.0,0.0,843.37
202412,India,0.0,0.0,7696.63
