period,partner,value_usd_bn,qty_mt,value_per_mt_usd,source
202409,Kazakhstan,0.0002,0.0033,67.23,comtrade
202409,Laos,0.0002,0.0019,98.21,comtrade
202409,Pakistan,0.0,0.0,9940.0,comtrade
202410,Russian Federation,0.857,7.6211,112.45,comtrade
202410,Australia,0.8088,7.036,114.95,comtrade
202410,Mongolia,0.5504,5.9986,91.75,comtrade
202410,Indonesia,0.5055,5.485,92.17,comtrade
202410,USA,0.2321,1.6559,140.15,comtrade
202410,Canada,0.0793,0.413,192.08,comtrade
202410,South Africa,0.0221,0.1622,136.34,comtrade
202410,Viet Nam,0.0087,0.0362,240.08,comtrade
202410,Colombia,0.0085,0.0541,157.35,comtrade
202410,Malaysia,0.0026,0.0437,60.32,comtrade
202410,Kyrgyzstan,0.0008,0.0153,51.31,comtrade
202410,Kazakhstan,0.0005,0.0049,102.42,comtrade
202410,Laos,0.0005,0.0051,99.89,comtrade
202410,Uzbekistan,0.0,0.0,5092.59,comtrade
202411,Australia,1.0783,9.3035,115.91,comtrade
202411,Russian Federation,0.8992,7.9063,113.74,comtrade
202411,Mongolia,0.6924,7.6017,91.08,comtrade
202411,Indonesia,0.6682,7.1661,93.24,comtrade
202411,USA,0.1949,1.3532,144.01,comtrade
202411,Canada,0.1629,0.8448,192.79,comtrade
202411,Kazakhstan,0.0309,0.2499,123.72,comtrade
202411,Mozambique,0.0272,0.1572,173.27,comtrade
202411,Colombia,0.0111,0.0615,180.04,comtrade
202411,South Africa,0.0089,0.0658,134.7,comtrade
202411,New Zealand,0.0075,0.055,137.03,comtrade
202411,Laos,0.0013,0.0135,96.11,comtrade
202411,Kyrgyzstan,0.0009,0.0174,50.61,comtrade
202411,Peru,0.0,0.0,25125.0,comtrade
202411,India,0.0,0.0,7680.0,comtrade
202412,Australia,1.0316,9.0917,113.47,comtrade
202412,Russian Federation,0.7645,6.8908,110.95,comtrade
202412,Indonesia,0.6666,7.1406,93.35,comtrade
202412,Mongolia,0.5599,6.5475,85.52,comtrade
202412,Canada,0.2041,1.0146,201.18,comtrade
202412,USA,0.1593,1.0372,153.6,comtrade
202412,Mozambique,0.0323,0.1758,183.52,comtrade
202412,Colombia,0.0091,0.055,165.05,comtrade
202412,Laos,0.0022,0.0228,94.73,comtrade
202412,Kyrgyzstan,0.0008,0.0138,55.52,comtrade
202412,Kazakhstan,0.0005,0.0052,97.7,comtrade
202412,Ethiopia,0.0,0.0,404.63,comtrade
202501,Australia,0.8365,,,gacc
202501,Russian Federation,0.6891,,,gacc
202501,Indonesia,0.485,,,gacc
202501,Mongolia,0.4085,,,gacc
202501,Canada,0.1809,,,gacc
202501,USA,0.1785,,,gacc
202501,Mozambique,0.0142,,,gacc
202501,Kazakhstan,0.0101,,,gacc
202501,Laos,0.0016,,,gacc
202501,Kyrgyzstan,0.0004,,,gacc
202501,Peru,0.0,,,gacc
202501,Brazil,0.0,,,gacc
202502,Russian Federation,0.6635,,,gacc
202502,Australia,0.4169,,,gacc
202502,Mongolia,0.3676,,,gacc
202502,Indonesia,0.2416,,,gacc
202502,Canada,0.2041,,,gacc
202502,USA,0.1728,,,gacc
202502,Colombia,0.0083,,,gacc
202502,Tanzania,0.0053,,,gacc
202502,Laos,0.0001,,,gacc
202502,Kazakhstan,0.0001,,,gacc
202502,India,0.0,,,gacc
202502,Kyrgyzstan,0.0,,,gacc
202502,Mozambique,0.0,,,gacc
202502,Croatia,0.0,,,gacc
202502,South Africa,0.0,,,gacc
202502,Zimbabwe,0.0,,,gacc
202503,Russian Federation,0.7176,,,gacc
202503,Mongolia,0.4495,,,gacc
202503,Australia,0.3906,,,gacc
202503,Indonesia,0.212,,,gacc
202503,Canada,0.1402,,,gacc
202503,USA,0.0308,,,gacc
202503,New Zealand,0.0109,,,gacc
202503,Laos,0.0012,,,gacc
202503,Kyrgyzstan,0.0002,,,gacc
202503,Kazakhstan,0.0002,,,gacc
202503,Tanzania,0.0,,,gacc
202504,Russian Federation,0.6186,,,gacc
202504,Australia,0.6114,,,gacc
202504,Mongolia,0.4417,,,gacc
202504,Indonesia,0.1759,,,gacc
202504,Canada,0.1332,,,gacc
202504,Colombia,0.0134,,,gacc
202504,USA,0.009,,,gacc
202504,New Zealand,0.0089,,,gacc
202504,South Africa,0.0086,,,gacc
202504,Laos,0.0005,,,gacc
202504,Kazakhstan,0.0002,,,gacc
202504,Kyrgyzstan,0.0,,,gacc
202504,India,0.0,,,gacc
202504,Tajikistan,0.0,,,gacc
202505,Australia,0.6435,,,gacc
202505,Russian Federation,0.5837,,,gacc
202505,Mongolia,0.3706,,,gacc
202505,Indonesia,0.1796,,,gacc
202505,Canada,0.1008,,,gacc
202505,Colombia,0.0126,,,gacc
202505,Kazakhstan,0.008,,,gacc
202505,New Zealand,0.0062,,,gacc
202505,Laos,0.0006,,,gacc
202505,Kyrgyzstan,0.0001,,,gacc
202505,South Africa,0.0,,,gacc
202505,Tanzania,0.0,,,gacc
202505,USA,0.0,,,gacc
202506,Russian Federation,0.5472,,,gacc
202506,Australia,0.5028,,,gacc
202506,Mongolia,0.3898,,,gacc
202506,Indonesia,0.2319,,,gacc
202506,Canada,0.1598,,,gacc
202506,New Zealand,0.006,,,gacc
202506,Laos,0.0004,,,gacc
202506,Kazakhstan,0.0001,,,gacc
202506,Kyrgyzstan,0.0001,,,gacc
202506,Türkiye,0.0,,,gacc
202506,Colombia,0.0,,,gacc
202506,USA,0.0,,,gacc
202506,Areas NES,0.0,,,gacc
202507,Russian Federation,0.5462,,,gacc
202507,Australia,0.5134,,,gacc
202507,Mongolia,0.3563,,,gacc
202507,Indonesia,0.2113,,,gacc
202507,Canada,0.1157,,,gacc
202507,South Africa,0.0155,,,gacc
202507,Kyrgyzstan,0.0003,,,gacc
202507,Laos,0.0001,,,gacc
202507,Malaysia,0.0,,,gacc
202507,Mozambique,0.0,,,gacc
202507,USA,0.0,,,gacc
202507,Türkiye,0.0,,,gacc
202508,Russian Federation,0.6288,,,gacc
202508,Australia,0.5384,,,gacc
202508,Mongolia,0.4502,,,gacc
202508,Indonesia,0.316,,,gacc
202508,Canada,0.1647,,,gacc
202508,Kazakhstan,0.0167,,,gacc
202508,Colombia,0.0041,,,gacc
202508,Kyrgyzstan,0.0002,,,gacc
202508,Swaziland,0.0,,,gacc
202508,India,0.0,,,gacc
202508,Malaysia,0.0,,,gacc
202508,USA,0.0,,,gacc
202509,Russian Federation,0.583,,,gacc
202509,Australia,0.5366,,,gacc
202509,Mongolia,0.5261,,,gacc
202509,Indonesia,0.4341,,,gacc
202509,Canada,0.1969,,,gacc
202509,Kazakhstan,0.0331,,,gacc
202509,Mozambique,0.0123,,,gacc
202509,Viet Nam,0.0065,,,gacc
202509,Kyrgyzstan,0.0005,,,gacc
202509,USA,0.0,,,gacc
202509,Tajikistan,0.0,,,gacc
202510,Australia,0.6651,,,gacc
202510,Russian Federation,0.5757,,,gacc
202510,Mongolia,0.4382,,,gacc
202510,Indonesia,0.396,,,gacc
202510,Canada,0.1748,,,gacc
202510,South Africa,0.008,,,gacc
202510,Kyrgyzstan,0.0007,,,gacc
202510,Laos,0.0001,,,gacc
202510,Kazakhstan,0.0001,,,gacc
202510,Ireland,0.0,,,gacc
202510,USA,0.0,,,gacc
202510,Areas NES,0.0,,,gacc
202511,Russian Federation,0.7326,,,gacc
202511,Australia,0.6059,,,gacc
202511,Mongolia,0.5663,,,gacc
202511,Indonesia,0.3603,,,gacc
202511,Canada,0.1093,,,gacc
202511,Kyrgyzstan,0.0006,,,gacc
202511,Laos,0.0001,,,gacc
202511,Malaysia,0.0,,,gacc
202511,Ethiopia,0.0,,,gacc
202511,Colombia,0.0,,,gacc
202511,USA,0.0,,,gacc
202511,Panama,0.0,,,gacc
202512,Australia,0.9845,,,gacc
202512,Russian Federation,0.8673,,,gacc
202512,Mongolia,0.6209,,,gacc
202512,Indonesia,0.5904,,,gacc
202512,Canada,0.2294,,,gacc
202512,Kazakhstan,0.0336,,,gacc
202512,South Africa,0.0245,,,gacc
202512,New Zealand,0.0143,,,gacc
202512,Kyrgyzstan,0.0007,,,gacc
202512,Laos,0.0005,,,gacc
202512,Malaysia,0.0,,,gacc
202512,Colombia,0.0,,,gacc
202512,Areas NES,0.0,,,gacc
202512,Tanzania,0.0,,,gacc
202601,Australia,0.8345,,,gacc
202601,Russian Federation,0.6424,,,gacc
202601,Mongolia,0.6064,,,gacc
202601,Indonesia,0.3641,,,gacc
202601,Canada,0.1512,,,gacc
202601,Colombia,0.0209,,,gacc
202601,South Africa,0.0046,,,gacc
202601,Venezuela,0.0025,,,gacc
202601,Laos,0.0009,,,gacc
202601,Kyrgyzstan,0.0002,,,gacc
202601,Mozambique,0.0,,,gacc
202601,USA,0.0,,,gacc
202602,Russian Federation,0.4838,,,gacc
202602,Australia,0.4777,,,gacc
202602,Mongolia,0.4278,,,gacc
202602,Indonesia,0.1928,,,gacc
202602,Canada,0.0502,,,gacc
202602,South Africa,0.0036,,,gacc
202602,Laos,0.0002,,,gacc
202602,Kazakhstan,0.0002,,,gacc
202602,Kyrgyzstan,0.0002,,,gacc
202602,Zambia,0.0,,,gacc
202602,Latvia,0.0,,,gacc
202602,USA,0.0,,,gacc
202602,New Zealand,0.0,,,gacc
202603,Mongolia,0.7245,,,gacc
202603,Russian Federation,0.6808,,,gacc
202603,Australia,0.4165,,,gacc
202603,Indonesia,0.1893,,,gacc
202603,Canada,0.1744,,,gacc
202603,Colombia,0.009,,,gacc
202603,Venezuela,0.0045,,,gacc
202603,Laos,0.0007,,,gacc
202603,Kyrgyzstan,0.0004,,,gacc
202603,Japan,0.0,,,gacc
202603,USA,0.0,,,gacc
202603,India,0.0,,,gacc
202604,Mongolia,0.7275,,,gacc
202604,Russian Federation,0.5642,,,gacc
202604,Australia,0.4672,,,gacc
202604,Indonesia,0.1539,,,gacc
202604,Canada,0.084,,,gacc
202604,Venezuela,0.0071,,,gacc
202604,Laos,0.001,,,gacc
202604,Kazakhstan,0.0006,,,gacc
202604,Kyrgyzstan,0.0005,,,gacc
202604,Malaysia,0.0,,,gacc
202604,China,0.0,,,gacc
202604,Georgia,0.0,,,gacc
202604,Egypt,0.0,,,gacc
202604,Latvia,0.0,,,gacc
202604,Lithuania,0.0,,,gacc
202604,USA,0.0,,,gacc
202605,Mongolia,0.6963,,,gacc
202605,Russian Federation,0.5932,,,gacc
202605,Australia,0.4771,,,gacc
202605,Canada,0.1448,,,gacc
202605,Indonesia,0.1195,,,gacc
202605,Kazakhstan,0.0194,,,gacc
202605,Colombia,0.0132,,,gacc
202605,New Zealand,0.0109,,,gacc
202605,USA,0.004,,,gacc
202605,Venezuela,0.0039,,,gacc
202605,Laos,0.001,,,gacc
202605,Kyrgyzstan,0.0005,,,gacc
202606,Australia,0.9435,,,gacc
202606,Russian Federation,0.7548,,,gacc
202606,Mongolia,0.746,,,gacc
202606,Indonesia,0.2615,,,gacc
202606,Canada,0.0432,,,gacc
202606,South Africa,0.0304,,,gacc
202606,Kazakhstan,0.0113,,,gacc
202606,Malaysia,0.0017,,,gacc
202606,Laos,0.0006,,,gacc
202606,Kyrgyzstan,0.0004,,,gacc
202606,Pakistan,0.0,,,gacc
202606,USA,0.0,,,gacc
202606,Zambia,0.0,,,gacc
202607,Australia,1.189,,,gacc
202607,Russian Federation,0.9892,,,gacc
202607,Mongolia,0.6789,,,gacc
202607,Indonesia,0.2861,,,gacc
202607,Canada,0.11,,,gacc
202607,Colombia,0.0196,,,gacc
202607,Kazakhstan,0.0045,,,gacc
202607,Laos,0.0006,,,gacc
202607,Kyrgyzstan,0.0005,,,gacc
202607,China,0.0,,,gacc
202607,Peru,0.0,,,gacc
202607,Republic of Korea,0.0,,,gacc
202607,USA,0.0,,,gacc
202607,Egypt,0.0,,,gacc
202607,Zambia,0.0,,,gacc
202607,Mexico,0.0,,,gacc
